tx_hash,tx_sent_time,tx_mined_time,latency,gas_used,block_num,block_time,num_tx_in_block
0x3ca39c6601f48197172bcb27fcd02d13ead5dc6e401fcb382babb31f6ae73e2e,1699976581,1699976588,7,61393,392,5,17
0x8b83d0b84102a08a4b118f1cabf191608406ddb511b3cf765413efc706a366e1,1699976583,1699976588,5,68285,392,5,17
0xf87fc5dee10fb22baf9fc956038e9b61480366f63bc0f6ac33552b09cfcb704a,1699976588,1699976593,5,58603,393,5,16
0x7ecc6f8176a2f213a882f7fd3ed94b0db266e1dc0a0824c8812f317ea78dca4a,1699976590,1699976593,3,101249,393,5,16
0x6e3d499f222368ef0bf788619f135c7cb0b82d45f9515d4524b9d44aea111366,1699976592,1699976598,6,64134,394,5,31
0x3e8c831d820c859ddbdb4622d46cf34a3aeb683d38da487751994a851b97de9a,1699976596,1699976598,2,62803,394,5,31
0x55889ab09416f7e3d1b19626f6ed450f145c7273e90abbce2ace834c79c32f4c,1699976598,1699976603,5,101249,395,5,10
0xcb11ca92752dcee64e81b9d9a46f5e183c51de11a0ffb2a46ad43dbb3649a1e8,1699976600,1699976603,3,64134,395,5,10
0x63e119c0394d5a7a27128607d6d97c6e631e5a2aa80ac355a0e6e9d4c55657e2,1699976603,1699976608,5,62803,396,5,23
0x716e9f7f01edb8e73ffee2b935072292744053223543c0955bcf132bb6ce1f9d,1699976605,1699976608,3,61393,396,5,23
0xa0d058357884bba0c17eb1ee6d8c0e57ca89c732bc884ba3dde4df2a257f95f2,1699976607,1699976613,6,64085,397,5,30
0xea2da4d103a5ae228259fce996e49cce8cae532cc79731d8581ba075f4ced62a,1699976611,1699976618,7,58603,398,5,3
0xa21768e9ae6f6bdef8324636ca765fd357d642ad7a231e365aeedf5a52271668,1699976613,1699976618,5,101249,398,5,3
0xbe234005d9478fb9f35cfdf7e9364350fe6f3baeabeb50fba84e5bb102cfac49,1699976615,1699976618,3,64085,398,5,3
0x50b0721d16f6944c759590b6c3f05b93a814ce03e8b7c22984503693be07bbf5,1699976620,1699976623,3,62803,399,5,30
0xf17b53193a59e968358d2a683caa5d8b9e7618f35d412372b4911ca2d9371801,1699976622,1699976628,6,69695,400,5,17
0x6d8773e39b552c9c3dc5ceca6ae8f024ebd793ce8591b42e4db4d519c0ae045c,1699976624,1699976628,4,103990,400,5,17
0x13f63e52ebb1a16cc5480f507fc24ec41df8574b5221b8c207fc23998a51b217,1699976629,1699976633,4,62803,401,5,16
0x7275df713a6f24b213964b68dc275b09465a29c0409acfb7aece42bdd417e36c,1699976631,1699976633,2,61393,401,5,16
0xe4760fd56e18244eccb63e0b7d3339770194c726ec1939304c2fc91151be653d,1699976633,1699976638,5,68285,402,5,27
0x4acede0dbd6b8192d2d56a70e32c70efdc7fcb4ebc5abce131fa7a5ff43fefee,1699976637,1699976643,6,58603,403,5,5
0xfc0c4f3587403b0afc1190cd530cf99b83ca37835c8b712c40aeb03d248d224b,1699976639,1699976643,4,101249,403,5,5
0x3c78fa17c1a1b9504385e596ffe12cfde71c39bc67e5f1589880449253eb3a69,1699976641,1699976648,7,64134,404,5,1
